DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200510613,06/14/2020 12:00:00 AM,06/06/2020 12:00:00 AM,2020,5,Harbor,531,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 2002 0552 0400 0416 1257 0429 0427,11,F,B,505.0,MOTEL,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,627.0,,,,1400    PCH HWY,,33.7866,-118.3044
201804427,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2315,18,Southeast,1804,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,87TH                         ST,AVALON                       BL,33.9592,-118.2651
210408214,05/03/2021 12:00:00 AM,05/03/2021 12:00:00 AM,340,4,Hollenbeck,429,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 1822 1100 1402,29,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,998.0,,,WINCHESTER,POPLAR,34.0889,-118.1604
201822527,12/18/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1,18,Southeast,1863,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329 1822,46,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,300 E  119TH                        ST,,33.9247,-118.2652
200710889,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1700,7,Wilshire,729,1,310,BURGLARY,0334 0329 1601,49,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,310.0,,,,100 N  LUCERNE                      BL,,34.073,-118.3248
211009872,07/07/2021 12:00:00 AM,06/07/2021 12:00:00 AM,200,10,West Valley,1045,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,5900    HESPERIA                     AV,,34.178,-118.5262
221311591,05/21/2022 12:00:00 AM,05/21/2022 12:00:00 AM,1230,13,Newton,1342,1,330,BURGLARY FROM VEHICLE,1606 0344 1300 1822,0,M,H,101.0,STREET,,,AO,Adult Other,330.0,,,,3500    MAPLE                        AV,,34.0164,-118.2699
231223666,11/24/2023 12:00:00 AM,11/22/2023 12:00:00 AM,1600,12,77th Street,1233,2,624,BATTERY - SIMPLE ASSAULT,0913 0444,34,M,B,517.0,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5900 S  ST ANDREWS                   PL,,33.9867,-118.3115
230806406,02/14/2023 12:00:00 AM,02/05/2023 12:00:00 AM,1545,8,West LA,816,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822 0344,67,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,600    VETERAN                      AV,,34.0668,-118.4547
220608459,04/07/2022 12:00:00 AM,04/06/2022 12:00:00 AM,2000,6,Hollywood,636,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6600    FRANKLIN                     AV,,34.1052,-118.3333
200312511,06/10/2020 12:00:00 AM,06/09/2020 12:00:00 AM,1800,3,Southwest,305,1,520,VEHICLE - ATTEMPT STOLEN,0329 1300 1402 1607 1822,31,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,520.0,,,,2500 S  VIEW                         ST,,34.0328,-118.3481
211422412,12/04/2021 12:00:00 AM,12/04/2021 12:00:00 AM,1745,14,Pacific,1441,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 0444 1814 2000,28,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,2300    PACIFIC                      AV,,33.9842,-118.4694
231005215,02/01/2023 12:00:00 AM,01/28/2023 12:00:00 AM,1900,10,West Valley,1021,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1813 0400 2000 0416,40,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7000    CALVIN                       AV,,34.1975,-118.5555
200105328,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2300,1,Central,132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1251 0448,26,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3RD                          ST,HILL                         ST,34.0518,-118.2493
200404491,01/14/2020 12:00:00 AM,01/11/2020 12:00:00 AM,900,4,Hollenbeck,438,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5200    VALLEY                       BL,,34.0757,-118.1711
240408876,07/18/2024 12:00:00 AM,07/17/2024 12:00:00 AM,1930,4,Hollenbeck,479,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ESPERANZA                    ST,WHITTIER                     BL,34.0256,-118.1961
201506652,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,30,15,N Hollywood,1589,1,210,ROBBERY,0400 0416 0444 1814 0344 2000 0429 0913 0352,28,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,3600    BARHAM                       BL,,34.1362,-118.342
221505969,02/18/2022 12:00:00 AM,02/17/2022 12:00:00 AM,1430,15,N Hollywood,1535,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,5700    COLFAX                       AV,,34.174,-118.3878
231113359,09/12/2023 12:00:00 AM,07/21/2023 12:00:00 AM,1455,11,Northeast,1143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,30,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,3100    ROWENA                       AV,,34.1092,-118.2713
200117268,08/31/2020 12:00:00 AM,08/30/2020 12:00:00 AM,2000,1,Central,158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1822,52,F,B,516.0,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,IC,Invest Cont,440.0,,,,600 S  CENTRAL                      AV,,34.0381,-118.2401
231422350,12/27/2023 12:00:00 AM,12/27/2023 12:00:00 AM,950,14,Pacific,1495,2,882,INCITING A RIOT,1501,0,X,X,101.0,STREET,,,IC,Invest Cont,882.0,,,,6200 W  96TH                         ST,,33.9523,-118.3906
241210773,04/25/2024 12:00:00 AM,04/25/2024 12:00:00 AM,1430,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,440.0,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
212106115,03/02/2021 12:00:00 AM,03/02/2021 12:00:00 AM,1430,21,Topanga,2187,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,65,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,21000    VENTURA                      BL,,34.1667,-118.5908
230613736,08/12/2023 12:00:00 AM,07/28/2023 12:00:00 AM,1830,6,Hollywood,643,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1600 N  FULLER                       AV,,34.0998,-118.349
240313906,09/04/2024 12:00:00 AM,09/04/2024 12:00:00 AM,1440,3,Southwest,321,2,888,TRESPASSING,1501 0910,23,X,X,950.0,MTA - EXPO LINE - LA CIENEGA/JEFFERSON,,,IC,Invest Cont,888.0,,,,5600 W  JEFFERSON                    BL,,34.0258,-118.3668
200104459,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1940,1,Central,181,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,23,M,B,741.0,STAPLES CENTER *,,,IC,Invest Cont,330.0,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
240611491,08/28/2024 12:00:00 AM,08/27/2024 12:00:00 AM,1330,6,Hollywood,629,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,20,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,3200    CANYON                       DR,,34.1201,-118.3163
231321908,12/10/2023 12:00:00 AM,12/08/2023 12:00:00 AM,830,13,Newton,1371,1,352,PICKPOCKET,0344 1822,40,F,B,124.0,BUS STOP,,,IC,Invest Cont,352.0,,,,SLAUSON                      AV,BROADWAY,33.9892,-118.2783
210806869,03/11/2021 12:00:00 AM,03/10/2021 12:00:00 AM,1500,8,West LA,836,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0344 1822,33,M,A,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,522.0,,,,1800    PROSSER                      AV,,34.0532,-118.4291
231608647,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,1800,16,Foothill,1691,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1822 0302 0416,0,M,A,501.0,SINGLE FAMILY DWELLING,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,231.0,,,,8000    VANTAGE                      AV,,34.2157,-118.3977
220318487,10/13/2022 12:00:00 AM,10/05/2022 12:00:00 AM,1000,3,Southwest,314,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0913 0302 0334 0603 0421 0432,61,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,230.0,,,,3800 W  27TH                         ST,,34.0312,-118.3259
230510109,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,2200,5,Harbor,514,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0561 0913 1242 2004,53,F,H,103.0,ALLEY,,,AO,Adult Other,740.0,,,,800    FRIGATE                      AV,,33.7791,-118.2782
220715812,09/20/2022 12:00:00 AM,09/20/2022 12:00:00 AM,920,7,Wilshire,766,1,210,ROBBERY,0910 2049 0344,38,F,H,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,VENICE                       BL,WEST                         BL,34.0467,-118.3344
241304478,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1355,13,Newton,1342,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SAN PEDRO,JEFFERSON,34.0153,-118.2653
221608749,05/25/2022 12:00:00 AM,05/25/2022 12:00:00 AM,1350,16,Foothill,1601,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329,26,M,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,740.0,,,,12900    DESMOND                      ST,,34.2862,-118.4133
220605305,01/30/2022 12:00:00 AM,01/30/2022 12:00:00 AM,1120,6,Hollywood,647,2,624,BATTERY - SIMPLE ASSAULT,0910 0400 0416 1822 1501,30,F,B,910.0,MTA - RED LINE - HOLLYWOOD/VINE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6200    HOLLYWOOD                    BL,,34.1016,-118.3246
240210707,06/05/2024 12:00:00 AM,06/05/2024 12:00:00 AM,1650,2,Rampart,256,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0104 0344,0,X,X,234.0,OPTICAL OFFICE INSIDE STORE OR SUPERMARKET*,,,IC,Invest Cont,440.0,,,,1700 W  6TH                          ST,,34.0573,-118.2699
220816411,10/07/2022 12:00:00 AM,06/05/2022 12:00:00 AM,955,8,West LA,852,2,354,THEFT OF IDENTITY,0100 0928 1822,50,M,C,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1700    BARRY                        AV,,34.042,-118.4531
200215624,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,900,2,Rampart,257,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1822 0329,59,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1500 W  6TH                          ST,,34.0566,-118.2681
210212008,07/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,530,2,Rampart,241,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,26,F,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,400 S  LA FAYETTE PARK              PL,,34.0657,-118.2815
200412389,09/02/2020 12:00:00 AM,09/02/2020 12:00:00 AM,815,4,Hollenbeck,421,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0429 0400 0913,31,F,H,108.0,PARKING LOT,,,AA,Adult Arrest,440.0,,,,1700    ALBION                       ST,,34.0675,-118.224
222100625,04/07/2022 12:00:00 AM,04/07/2022 12:00:00 AM,1545,21,Topanga,2175,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0416 0400 0913 0555 1420 0602,34,M,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,998.0,,,22100    BURBANK                      BL,,34.1719,-118.609
240408117,06/09/2024 12:00:00 AM,05/13/2024 12:00:00 AM,700,4,Hollenbeck,477,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,2500    INEZ                         ST,,34.0357,-118.2127
220107767,03/05/2022 12:00:00 AM,03/05/2022 12:00:00 AM,1700,1,Central,142,1,210,ROBBERY,0945 0325 0400 0416 0444 2004,0,X,X,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,400 S  FIGUEROA                     ST,,34.0535,-118.256
200212047,07/02/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1600,2,Rampart,217,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,400 N  ALVARADO                     ST,,34.0703,-118.268
200711604,07/13/2020 12:00:00 AM,07/12/2020 12:00:00 AM,1700,7,Wilshire,722,1,330,BURGLARY FROM VEHICLE,1822 1609 0344 1300 1402,31,M,A,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,998.0,,,100 S  ORLANDO                      AV,,34.0735,-118.3732
200604505,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,100,6,Hollywood,647,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0444,24,F,H,703.0,ENTERTAINMENT/COMEDY CLUB (OTHER),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,6200 W  SUNSET                       BL,,34.0998,-118.3211
211115523,11/19/2021 12:00:00 AM,11/08/2021 12:00:00 AM,500,11,Northeast,1107,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385 1300,74,F,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,1500    YOSEMITE                     DR,,34.1328,-118.1981
220606900,03/03/2022 12:00:00 AM,03/03/2022 12:00:00 AM,130,6,Hollywood,636,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1501,0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,6300    YUCCA                        ST,,34.1037,-118.3267
200107885,02/26/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1930,1,Central,185,1,330,BURGLARY FROM VEHICLE,0334 1609 1307 1822 0329 0377,26,F,A,101.0,STREET,,,IC,Invest Cont,330.0,,,,1200 S  BROADWAY,,34.0382,-118.2603
221108997,05/10/2022 12:00:00 AM,05/08/2022 12:00:00 AM,300,11,Northeast,1129,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,42,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341.0,,,,400 N  AVENUE 66,,34.1164,-118.1776
230609972,05/18/2023 12:00:00 AM,05/18/2023 12:00:00 AM,340,6,Hollywood,646,1,310,BURGLARY,1822 0344 0321 1604,0,X,X,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,1500    VINE                         ST,,34.0987,-118.3337
230817731,12/05/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1726,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
211417051,08/22/2021 12:00:00 AM,08/21/2021 12:00:00 AM,41,14,Pacific,1488,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,5700 W  CENTURY                      BL,,33.9456,-118.3797
231718874,12/08/2023 12:00:00 AM,12/08/2023 12:00:00 AM,845,17,Devonshire,1756,2,354,THEFT OF IDENTITY,1822 1402,0,X,X,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,998.0,,,10200    BALBOA                       BL,,34.254,-118.5128
230404898,01/27/2023 12:00:00 AM,01/27/2023 12:00:00 AM,2000,4,Hollenbeck,449,2,901,VIOLATION OF RESTRAINING ORDER,2038 0355 0913,34,F,B,101.0,STREET,,,AO,Adult Other,901.0,,,,3100    GANAHL                       ST,,34.0508,-118.1932
212114626,09/30/2021 12:00:00 AM,09/29/2021 12:00:00 AM,1100,21,Topanga,2107,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813 2000,30,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8300    INDEPENDENCE                 AV,,34.2213,-118.5907
241311450,07/21/2024 12:00:00 AM,07/21/2024 12:00:00 AM,1,13,Newton,1323,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,26,M,B,514.0,GROUP HOME,,,IC,Invest Cont,440.0,,,,1000 E  23RD                         ST,,34.0228,-118.2568
200215855,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1245,2,Rampart,249,1,110,CRIMINAL HOMICIDE,1402 0913 0411 2000,21,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",218.0,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,1300 W  5TH                          ST,,34.0549,-118.2614
240811442,10/17/2024 12:00:00 AM,10/17/2024 12:00:00 AM,1420,8,West LA,883,2,888,TRESPASSING,1501 1300,53,M,W,157.0,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",,,IC,Invest Cont,888.0,,,,COTNER                       AV,OLYMPIC                      BL,34.0393,-118.4394
210616388,09/24/2021 12:00:00 AM,09/23/2021 12:00:00 AM,900,6,Hollywood,632,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 0417 1822 1202,62,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,1800    LAUREL CANYON                BL,,34.1002,-118.3654
241212552,06/13/2024 12:00:00 AM,06/13/2024 12:00:00 AM,330,12,77th Street,1273,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,9100 S  DENKER                       AV,,33.9545,-118.3047
200500818,10/24/2020 12:00:00 AM,10/23/2020 12:00:00 AM,2355,5,Harbor,528,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0312 0906 1309 1100 0430 0202 0209 1402 1407 1822,44,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,1300 E  L                            ST,,33.7875,-118.2479
200811023,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1410,8,West LA,896,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822 0104 1420,0,X,X,402.0,MARKET,,,IC,Invest Cont,442.0,,,,9800    NATIONAL                     BL,,34.0314,-118.3998
211910703,07/07/2021 12:00:00 AM,02/15/2020 12:00:00 AM,2000,19,Mission,1964,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 0913 1814,24,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,14600    TOBIAS                       AV,,34.2358,-118.4517
221218775,09/01/2022 12:00:00 AM,09/01/2022 12:00:00 AM,15,12,77th Street,1258,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1407 1419 1417 1100 0906,0,X,X,101.0,STREET,102.0,HAND GUN,AO,Adult Other,753.0,998.0,,,100 W  78TH                         ST,,33.9689,-118.2739
240115353,07/25/2024 12:00:00 AM,07/17/2024 12:00:00 AM,1700,1,Central,192,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,43,M,W,101.0,STREET,,,IC,Invest Cont,341.0,,,,1700 S  OLIVE                        ST,,34.0345,-118.266
210905483,02/07/2021 12:00:00 AM,04/01/2020 12:00:00 AM,1000,9,Van Nuys,901,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,44,F,H,101.0,STREET,,,AO,Adult Other,745.0,,,,15300    LEADWELL                     ST,,34.2039,-118.4706
202113347,09/01/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1,21,Topanga,2162,1,330,BURGLARY FROM VEHICLE,0385,35,M,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,5900    LE SAGE                      AV,,34.1776,-118.6418
240310395,05/09/2024 12:00:00 AM,05/09/2024 12:00:00 AM,839,3,Southwest,359,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,X,X,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,745.0,,,,3700 S  FLOWER                       ST,,34.0178,-118.2811
201311097,05/20/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1800,13,Newton,1383,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AO,Adult Other,510.0,,,,62ND                         ST,BROADWAY,33.9833,-118.2783
230619091,12/17/2023 12:00:00 AM,12/17/2023 12:00:00 AM,200,6,Hollywood,646,2,625,OTHER ASSAULT,0913 0400 0416,28,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,SCHRADER,SELMA,34.0998,-118.3325
212000819,06/19/2021 12:00:00 AM,06/19/2021 12:00:00 AM,2140,20,Olympic,2038,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0444 0416 0448 2000,22,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,600    SHATTO                       PL,,34.0605,-118.2903
210316758,10/02/2021 12:00:00 AM,10/02/2021 12:00:00 AM,900,3,Southwest,363,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1822 0344 1300,35,F,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,HILLCREST                    BL,SANTA ROSALIA,34.0138,-118.3465
230807676,03/22/2023 12:00:00 AM,08/01/2022 12:00:00 AM,1,8,West LA,804,2,354,THEFT OF IDENTITY,1822,69,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,16400    SLOAN                        DR,,34.1294,-118.4903
232013841,08/08/2023 12:00:00 AM,08/05/2023 12:00:00 AM,2200,20,Olympic,2024,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,21,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,3500    WILSHIRE                     BL,,34.0636,-118.3047
220208605,04/08/2022 12:00:00 AM,10/14/2021 12:00:00 AM,600,2,Rampart,236,2,354,THEFT OF IDENTITY,0100 1202 0930,74,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1900 W  3RD                          ST,,34.0657,-118.268
241105559,02/10/2024 12:00:00 AM,02/09/2024 12:00:00 AM,1054,11,Northeast,1101,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,26,F,J,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,4700    CRYSTAL SPRINGS              DR,,34.1321,-118.2796
241008067,04/23/2024 12:00:00 AM,04/22/2024 12:00:00 AM,255,10,West Valley,1005,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,M,O,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,NEWCASTLE                    AV,STRATHERN                    ST,34.2157,-118.5255
201307139,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,1150,13,Newton,1342,1,330,BURGLARY FROM VEHICLE,1609 0344,39,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,330.0,,,,3600 S  MAIN                         ST,,34.0169,-118.2738
201310168,04/30/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1500,13,Newton,1343,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 0302 1309 0906 1402 1822,23,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230.0,910.0,998.0,,GRIFFITH,36TH                         ST,34.0136,-118.262
200110214,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,535,1,Central,185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 1420 2032 0344,47,M,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341.0,,,,100 E  9TH                          ST,,34.0416,-118.255
210610496,05/30/2021 12:00:00 AM,05/30/2021 12:00:00 AM,2200,6,Hollywood,663,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 1814 0400 0416,28,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7000    LEXINGTON                    AV,,34.0926,-118.3416
220718375,12/29/2022 12:00:00 AM,09/24/2022 12:00:00 AM,2245,7,Wilshire,733,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913,29,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,600    MASSELIN                     AV,,34.0649,-118.3525
201716685,12/28/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1400,17,Devonshire,1796,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,16700    PARTHENIA                    ST,,34.2285,-118.4997
